2.343750 1 1 3.705152e-13 3.604459e-13 7.863701e-18
3.796875 1 2 7.323490e-12 7.062082e-12 1.301463e-17
9.468750 1 3 1.157318e-10 1.143803e-10 5.283683e-16
16.546875 1 4 1.785013e-09 1.784902e-09 4.396152e-15
2.109375 2 1 4.334372e-13 4.197479e-13 4.378714e-17
3.890625 2 2 6.601711e-12 6.531565e-12 7.644260e-18
8.437500 2 3 1.234489e-10 1.220147e-10 2.431380e-15
16.406250 2 4 1.340254e-09 1.371350e-09 8.747056e-14
2.109375 3 1 4.192210e-13 4.126112e-13 5.924156e-18
4.078125 3 2 8.001723e-12 7.559285e-12 7.906842e-18
10.593750 3 3 1.256594e-10 1.205374e-10 1.561547e-16
17.390625 3 4 1.304665e-09 1.298917e-09 4.753706e-15
1.875000 4 1 3.258931e-13 3.108281e-13 6.349937e-18
4.546875 4 2 7.360723e-12 7.423521e-12 3.682480e-17
9.562500 4 3 1.060746e-10 1.070693e-10 1.175739e-16
16.359375 4 4 1.220666e-09 1.219649e-09 2.496976e-15
2.109375 5 1 4.214797e-13 4.060101e-13 1.435368e-17
3.937500 5 2 6.440216e-12 6.306784e-12 3.779572e-16
8.343750 5 3 1.189889e-10 1.180560e-10 9.828539e-17
17.343750 5 4 1.102163e-09 1.077358e-09 6.141026e-15
2.296875 6 1 3.944575e-13 3.847363e-13 7.449220e-18
4.968750 6 2 7.473463e-12 7.425366e-12 5.697324e-17
8.109375 6 3 1.227374e-10 1.225155e-10 9.708641e-16
16.968750 6 4 1.065625e-09 1.030405e-09 5.318897e-15
2.250000 7 1 3.965123e-13 3.756088e-13 2.999255e-18
4.406250 7 2 6.890351e-12 6.678596e-12 2.837268e-16
9.421875 7 3 1.110041e-10 1.112267e-10 7.536962e-17
19.171875 7 4 1.036464e-09 1.039698e-09 3.372643e-15
1.968750 8 1 3.330643e-13 3.119123e-13 1.011666e-18
4.125000 8 2 7.704908e-12 7.671069e-12 9.909765e-17
10.734375 8 3 1.068313e-10 1.064133e-10 8.593623e-16
15.281250 8 4 1.453597e-09 1.399289e-09 2.058588e-15
2.250000 9 1 3.729649e-13 3.589629e-13 5.144434e-19
4.171875 9 2 6.596490e-12 6.459221e-12 4.041009e-19
9.234375 9 3 1.373807e-10 1.376604e-10 1.539419e-17
17.062500 9 4 1.338689e-09 1.336449e-09 4.031163e-15
2.109375 10 1 3.645591e-13 3.881769e-13 1.227914e-16
4.546875 10 2 7.632332e-12 7.663966e-12 9.087551e-18
7.546875 10 3 1.091056e-10 1.115953e-10 1.002197e-16
19.218750 10 4 1.300402e-09 1.268588e-09 2.939007e-15
2.625000 11 1 3.611853e-13 3.630051e-13 5.503051e-17
3.984375 11 2 7.290513e-12 7.309825e-12 3.856232e-17
7.593750 11 3 1.043915e-10 1.076045e-10 9.357015e-17
18.468750 11 4 8.144777e-10 8.035756e-10 2.774808e-15
2.109375 12 1 3.872393e-13 3.977975e-13 2.056959e-17
4.500000 12 2 7.822961e-12 7.591900e-12 3.488763e-18
8.296875 12 3 1.156966e-10 1.171268e-10 5.318465e-17
15.468750 12 4 1.318206e-09 1.326280e-09 5.736097e-14
2.015625 13 1 3.621462e-13 3.388642e-13 2.054171e-17
3.656250 13 2 6.482678e-12 6.451052e-12 7.128842e-17
8.109375 13 3 1.200379e-10 1.180420e-10 2.158580e-16
17.250000 13 4 1.454346e-09 1.490122e-09 1.148580e-15
2.250000 14 1 3.440324e-13 3.406240e-13 9.510174e-18
4.453125 14 2 7.463193e-12 7.549928e-12 5.200576e-17
9.562500 14 3 1.062662e-10 1.057686e-10 6.874559e-16
15.984375 14 4 1.586817e-09 1.573338e-09 2.270416e-15
2.015625 15 1 3.828389e-13 3.585439e-13 1.304814e-19
3.890625 15 2 7.654832e-12 7.711384e-12 5.273626e-17
8.203125 15 3 1.048288e-10 1.064456e-10 1.063731e-15
16.125000 15 4 1.252587e-09 1.235373e-09 5.423615e-15
1.921875 16 1 3.796423e-13 3.698995e-13 1.670141e-17
4.875000 16 2 7.458950e-12 7.065106e-12 2.929942e-17
8.015625 16 3 1.246060e-10 1.223537e-10 8.983460e-16
16.546875 16 4 1.021470e-09 1.034371e-09 1.915306e-14
2.250000 17 1 3.499159e-13 3.470077e-13 1.521432e-18
4.546875 17 2 7.390440e-12 7.361035e-12 2.226667e-18
7.921875 17 3 1.319968e-10 1.298226e-10 1.427698e-15
17.062500 17 4 1.781672e-09 1.778537e-09 1.218487e-14
2.203125 18 1 3.774339e-13 3.859199e-13 1.139475e-17
3.937500 18 2 7.286522e-12 6.827615e-12 1.797901e-18
9.000000 18 3 1.078409e-10 1.070472e-10 8.952494e-16
19.078125 18 4 1.091377e-09 1.083518e-09 2.969019e-15
2.015625 19 1 4.204362e-13 4.150438e-13 2.204983e-18
3.890625 19 2 6.686554e-12 6.558469e-12 2.995640e-18
10.828125 19 3 1.339989e-10 1.278374e-10 4.555475e-16
18.281250 19 4 1.494243e-09 1.495138e-09 2.910086e-16
2.250000 20 1 3.460431e-13 3.395290e-13 6.903148e-18
4.593750 20 2 7.211841e-12 7.212004e-12 2.270420e-18
8.437500 20 3 1.071476e-10 1.050601e-10 4.927900e-16
17.625000 20 4 1.621123e-09 1.619253e-09 6.535404e-16
2.343750 21 1 3.811400e-13 3.852342e-13 1.854377e-17
3.984375 21 2 7.476655e-12 7.145000e-12 3.592682e-18
8.859375 21 3 1.227988e-10 1.193300e-10 1.277511e-15
18.375000 21 4 1.466884e-09 1.446975e-09 3.182104e-15
1.921875 22 1 3.723722e-13 3.763722e-13 1.536304e-17
4.781250 22 2 7.181966e-12 7.026572e-12 4.167528e-17
8.765625 22 3 1.159424e-10 1.145840e-10 2.989820e-15
16.406250 22 4 1.574576e-09 1.545794e-09 8.640914e-15
2.156250 23 1 4.282884e-13 3.989585e-13 9.209887e-17
4.359375 23 2 7.102704e-12 6.969909e-12 1.033132e-16
