2.343750 1 1 5.367351e-10 5.256050e-10 7.284657e-14
3.796875 1 2 7.442319e-09 7.124019e-09 8.610426e-14
9.468750 1 3 3.100686e-08 3.158840e-08 3.796318e-13
16.546875 1 4 6.449120e-08 6.604876e-08 3.013830e-13
2.109375 2 1 6.616306e-10 6.664093e-10 2.401916e-14
3.890625 2 2 5.670527e-09 5.706164e-09 1.028513e-13
8.437500 2 3 1.252222e-08 1.268988e-08 3.970191e-13
16.406250 2 4 3.914136e-08 4.185460e-08 5.642588e-12
2.109375 3 1 6.137268e-10 6.232471e-10 1.093789e-14
4.078125 3 2 8.671365e-09 8.478660e-09 1.335543e-13
10.593750 3 3 1.832196e-08 1.776668e-08 6.619119e-13
17.390625 3 4 6.194623e-09 7.305834e-09 2.029097e-11
1.875000 4 1 4.892476e-10 4.720276e-10 6.123241e-14
4.546875 4 2 4.270872e-09 4.401712e-09 4.686199e-14
9.562500 4 3 4.245997e-09 4.503025e-09 7.372426e-13
16.359375 4 4 6.608890e-08 6.308166e-08 6.584049e-12
2.109375 5 1 5.832330e-10 5.716450e-10 4.611202e-15
3.937500 5 2 5.338204e-09 5.398486e-09 1.555148e-14
8.343750 5 3 4.856449e-09 4.993208e-09 2.404701e-13
17.343750 5 4 1.029588e-08 1.004374e-08 6.129205e-13
2.296875 6 1 5.735888e-10 5.697396e-10 7.981712e-15
4.968750 6 2 6.093206e-09 6.202099e-09 1.642010e-13
8.109375 6 3 5.750477e-08 5.760760e-08 1.142721e-12
16.968750 6 4 2.146863e-08 1.968037e-08 5.139337e-13
2.250000 7 1 5.490707e-10 5.438284e-10 5.274494e-15
4.406250 7 2 5.734882e-09 5.534807e-09 5.053899e-13
9.421875 7 3 6.374975e-09 6.419909e-09 1.161659e-12
19.171875 7 4 3.782381e-08 3.695275e-08 5.108405e-12
1.968750 8 1 4.997304e-10 5.002962e-10 1.255595e-15
4.125000 8 2 5.842202e-09 5.768949e-09 3.417465e-13
10.734375 8 3 1.389290e-08 1.530067e-08 8.725209e-13
15.281250 8 4 8.222396e-08 8.086756e-08 1.151346e-11
2.250000 9 1 5.217843e-10 5.148525e-10 3.589074e-15
4.171875 9 2 5.964787e-09 5.881229e-09 6.277020e-14
9.234375 9 3 3.300828e-08 3.396266e-08 2.395709e-12
17.062500 9 4 3.826742e-09 2.584247e-09 9.764013e-15
2.109375 10 1 5.277087e-10 5.619257e-10 1.131818e-13
4.546875 10 2 5.366857e-09 5.382436e-09 4.460958e-14
7.546875 10 3 1.134891e-08 1.233722e-08 1.185183e-12
19.218750 10 4 6.907848e-08 7.027800e-08 2.921120e-11
2.625000 11 1 5.271722e-10 5.551097e-10 1.783872e-15
3.984375 11 2 4.921211e-09 5.173144e-09 9.374050e-14
7.593750 11 3 3.672423e-08 3.720532e-08 3.339854e-13
18.468750 11 4 7.055594e-08 7.438808e-08 1.066833e-11
2.109375 12 1 5.592945e-10 5.628999e-10 2.746490e-14
4.500000 12 2 6.854593e-09 6.694527e-09 4.331819e-14
8.296875 12 3 1.772618e-08 1.710983e-08 2.035458e-12
15.468750 12 4 8.082283e-08 8.290402e-08 7.002518e-12
2.015625 13 1 5.582632e-10 5.549432e-10 1.015226e-14
3.656250 13 2 5.829311e-09 6.447589e-09 7.767339e-13
8.109375 13 3 6.861381e-09 7.100235e-09 5.706431e-13
17.250000 13 4 1.252938e-07 1.285539e-07 2.601443e-12
2.250000 14 1 5.266944e-10 5.633328e-10 1.444982e-13
4.453125 14 2 6.218841e-09 6.080909e-09 9.827104e-14
9.562500 14 3 2.450411e-09 2.511938e-09 2.170464e-12
