2.343750 1 1 2.019161e-14 1.964421e-14 4.233297e-19
3.796875 1 2 4.106706e-13 3.961159e-13 2.982889e-19
9.468750 1 3 7.558688e-12 7.479056e-12 3.302745e-17
16.546875 1 4 1.365793e-10 1.364474e-10 1.175608e-16
2.109375 2 1 2.361864e-14 2.287312e-14 2.384144e-18
3.890625 2 2 3.677469e-13 3.639244e-13 4.427693e-19
8.437500 2 3 7.261086e-12 7.181386e-12 1.440221e-16
16.406250 2 4 1.123062e-10 1.149021e-10 7.937572e-15
2.109375 3 1 2.280118e-14 2.244295e-14 3.090594e-19
4.078125 3 2 4.451178e-13 4.206534e-13 3.972572e-19
10.593750 3 3 7.412913e-12 7.113185e-12 8.700496e-18
17.390625 3 4 1.212306e-10 1.205618e-10 1.052324e-16
1.875000 4 1 1.770654e-14 1.688935e-14 3.343191e-19
4.546875 4 2 4.134066e-13 4.168930e-13 2.025502e-18
9.562500 4 3 7.163941e-12 7.226447e-12 8.762056e-18
16.359375 4 4 1.147562e-10 1.153215e-10 1.634419e-16
2.109375 5 1 2.299562e-14 2.214614e-14 7.868953e-19
3.937500 5 2 3.596179e-13 3.522227e-13 2.084105e-17
8.343750 5 3 7.395988e-12 7.333675e-12 3.471019e-18
17.343750 5 4 1.224099e-10 1.206390e-10 2.398883e-16
2.296875 6 1 2.145223e-14 2.092592e-14 4.038347e-19
4.968750 6 2 4.159894e-13 4.135215e-13 3.324746e-18
8.109375 6 3 7.358094e-12 7.351356e-12 6.103929e-17
16.968750 6 4 1.142378e-10 1.104359e-10 6.628015e-16
2.250000 7 1 2.156385e-14 2.042539e-14 1.567725e-19
4.406250 7 2 3.799259e-13 3.682169e-13 1.528489e-17
9.421875 7 3 7.711381e-12 7.739558e-12 9.908186e-18
19.171875 7 4 1.194178e-10 1.200534e-10 6.180129e-16
1.968750 8 1 1.813866e-14 1.699022e-14 5.306667e-20
4.125000 8 2 4.254821e-13 4.236252e-13 5.205712e-18
10.734375 8 3 7.029717e-12 7.015989e-12 4.969938e-17
15.281250 8 4 1.211230e-10 1.168689e-10 3.453188e-17
2.250000 9 1 2.035638e-14 1.959430e-14 1.407629e-20
4.171875 9 2 3.628636e-13 3.554553e-13 2.980660e-20
9.234375 9 3 7.963387e-12 7.987061e-12 1.565599e-18
17.062500 9 4 1.159800e-10 1.155904e-10 4.883875e-16
2.109375 10 1 1.988537e-14 2.117138e-14 6.715845e-18
4.546875 10 2 4.229539e-13 4.246695e-13 4.458220e-19
7.546875 10 3 6.496541e-12 6.645463e-12 5.039578e-18
19.218750 10 4 1.193878e-10 1.168397e-10 8.885045e-17
2.625000 11 1 1.971655e-14 1.981751e-14 3.033172e-18
3.984375 11 2 4.058978e-13 4.070463e-13 2.214578e-18
7.593750 11 3 6.784915e-12 6.986164e-12 4.966831e-18
18.468750 11 4 1.080723e-10 1.067930e-10 3.697746e-16
2.109375 12 1 2.113306e-14 2.170816e-14 1.117873e-18
4.500000 12 2 4.344646e-13 4.217051e-13 1.095269e-19
8.296875 12 3 7.198715e-12 7.284940e-12 6.176952e-19
15.468750 12 4 1.119929e-10 1.128005e-10 4.123468e-15
2.015625 13 1 1.966019e-14 1.839745e-14 1.119961e-18
3.656250 13 2 3.624209e-13 3.606832e-13 3.969666e-18
8.109375 13 3 6.966365e-12 6.849818e-12 9.521215e-18
