Dmax,X,Ku,Ka,W,ldr,xpolKa,mkg,CextC,CscaC,CabsC,CextX,CscaX,CabsX,CextKu,CscaKu,CabsKu,CextKa,CscaKa,CabsKa,CextW,CscaW,CabsW
0.404582,3.40178997353e-08,1.32860079807e-07,4.89358354444e-06,0.000151908706437,0.00268334908836,1.31311929399e-08,4.43094983516e-06,,,,0.0003332978885,2.27533e-08,0.0003332751352,0.0006114526472,8.94074e-08,0.0006113632398,0.002528278837,3.294521e-06,0.002524984316,0.006845834043,0.000105057512,0.006740776531
0.620849,2.58823184878e-07,1.01019843225e-06,3.69379408402e-05,0.00106501792936,0.001869883355,6.90696407378e-08,1.21484319984e-05,,,,0.0009224069247,1.734132e-07,0.0009222335115,0.001691408789,6.78709e-07,0.00169073008,0.00703548881,2.5036941e-05,0.007010451869,0.01991061948,0.00078050857,0.01913011091
0.806859,7.51127585668e-07,2.93474863107e-06,0.000107340396065,0.00289400537354,0.00115784355153,1.24283385389e-07,2.10543477267e-05,,,,0.001521496978,5.02e-07,0.001520994978,0.002796789506,1.968491e-06,0.002794821015,0.0118681046,7.318171e-05,0.01179492289,0.03520721321,0.002232578,0.03297463521
1.00607,1.90949962475e-06,7.47726356967e-06,0.000272918197624,0.00644643511926,0.000238799050842,6.51726065471e-08,3.40094208768e-05,,,,0.002268899082,1.276123e-06,0.002267622959,0.004208210162,5.015521e-06,0.004203194641,0.01863771563,0.00018798288,0.01844973275,0.05847393699,0.00541666448,0.05305727251
1.20688,5.96104325435e-06,2.32296322223e-05,0.000817330767009,0.0160492013178,0.000326559159293,2.66906848142e-07,5.88201254608e-05,,,,0.004325286317,3.990202e-06,0.004321296115,0.007989893001,1.5614592e-05,0.007974278409,0.03465298187,0.00057210443,0.03408087744,0.1115610751,0.01526631844,0.09629475666
1.50748,1.47388237976e-05,5.74638234398e-05,0.00197722647529,0.02913698317,0.000110354668602,2.18196172427e-07,9.33433869249e-05,,,,0.006533377423,9.87755e-06,0.006523499873,0.01218958251,3.871587e-05,0.01215086664,0.05507976936,0.00141339636,0.053666373,0.1858536054,0.0336105863,0.1522430191
1.6223,3.05803606027e-05,0.000119125951516,0.00403387844369,0.0476746496872,0.000128717537152,5.1923089843e-07,0.000134520409151,,,,0.009350083011,2.0516781e-05,0.00932956623,0.01748526595,8.041909e-05,0.01740484686,0.08073713133,0.00292665339,0.07781047794,0.2851074194,0.0639062326,0.2212011868
1.81529,4.84112815897e-05,0.000188349600696,0.00623308854258,0.0573583316571,0.000121693917411,7.58528962303e-07,0.00016938112706,,,,0.01167386931,3.251857e-05,0.01164135074,0.02190120312,0.00012746377,0.02177373935,0.1030758906,0.00460355576,0.09847233484,0.3701540072,0.0917191288,0.2784348784
2.01385,9.2990643979e-05,0.000359146031889,0.011130122656,0.0559563974662,0.000104753623282,1.16592067579e-06,0.000233233755148,,,,0.01721576577,6.263171e-05,0.01715313406,0.03209992678,0.00024438969,0.03185553709,0.1488001637,0.0085421017,0.140258062,0.5276219798,0.1437742329,0.3838477469
2.26452,0.000130192401133,0.000503283572046,0.0154069886327,0.0617176058798,5.35643669305e-05,8.25265592403e-07,0.000277381861287,,,,0.01963981576,8.7763e-05,0.01955205276,0.03690201354,0.00034304581,0.03655896773,0.1773719503,0.0119849215,0.1653870288,0.6407881769,0.1871462372,0.4536419397
2.41387,0.00017162372296,0.00066096529401,0.0194955203123,0.053609613936,4.16984624373e-05,8.12933221438e-07,0.000318111386924,,,,0.02308837759,0.00011586363,0.02297251396,0.04327880265,0.00045193018,0.04282687247,0.2073162723,0.0155140597,0.1918022126,0.7424419451,0.2229392717,0.5195026734
2.51244,0.000286903696194,0.00109809817736,0.0303938884545,0.0369852523834,0.000170996667086,5.19725362556e-06,0.000404052740101,,,,0.0317179995,0.00019418517,0.03152381433,0.05930119065,0.00075446688,0.05854672377,0.2819412804,0.0250208957,0.2569203847,0.9835295427,0.3111799201,0.6723496226
2.6739,0.000373132839065,0.00142818323155,0.0388122303738,0.0243634298012,2.77271628742e-05,1.0761530331e-06,0.000468191472566,,,,0.03479654913,0.00025279482,0.03454375431,0.06539180489,0.00098349278,0.06440831211,0.3213644943,0.0326006185,0.2887638758,1.145276468,0.3807683719,0.7645080961
2.81425,0.000584495588296,0.00222513452505,0.0563328691611,0.0109463157322,5.18245635325e-05,2.91942635679e-06,0.000582486503083,,,,0.04471504149,0.00039722911,0.04431781238,0.08416553219,0.00154188079,0.0826236514,0.4186502107,0.0496293439,0.3690208668,1.480848419,0.5193403896,0.9615080294
3.00562,0.000925153354734,0.00350346562935,0.0825171349434,0.00651022000154,5.29491056069e-05,4.3692084924e-06,0.00073288203714,,,,0.05734217422,0.00063051673,0.05671165749,0.1081073865,0.0024415935,0.105665793,0.5462916119,0.0761172194,0.4701743925,1.916905861,0.71108978,1.205816081
