Dmax,model,ELWP,mkg,Dmax,Rgyr,ar,riming,Xa,Xs,Xb,Xe,Ua,Us,Ub,Ue,Aa,As,Ab,Ae,Wa,Ws,Wb,We
0.6952406,B,0.5,3.080112e-05,0.6952406,,,0.9885714,2.15886e-12,1.8031470000000003e-13,2.7013620000000003e-13,2.3391747e-12,4.141026e-12,6.967534000000001e-13,1.042759e-12,4.8377794e-12,2.8128990000000003e-11,3.269089e-11,4.832966e-11,6.081988000000001e-11,2.111409e-10,1.5753770000000003e-09,2.1368e-09,1.7865179000000003e-09
0.7355592999999999,B,0.5,2.5755599999999998e-05,0.7355592999999999,,,0.9931663000000001,1.9148389999999998e-12,1.340424e-13,2.009465e-13,2.0488813999999996e-12,3.672504e-12,5.180152e-13,7.762055e-13,4.1905192e-12,2.49109e-11,2.434004e-11,3.626834e-11,4.925094e-11,1.854479e-10,1.1851400000000001e-09,1.698935e-09,1.3705879e-09
0.8132437,B,0.5,3.76067e-05,0.8132437,,,0.9906396000000001,2.706076e-12,2.760866e-13,4.135652e-13,2.9821625999999998e-12,5.191507e-12,1.0669110000000001e-12,1.596728e-12,6.258418000000001e-12,3.533102e-11,5.010644e-11,7.418004e-11,8.543746e-11,2.681567e-10,2.427243e-09,3.335881e-09,2.6953997000000003e-09
0.9519601,B,0.5,7.984824000000002e-05,0.9519601,,,0.9786921000000001,5.557305000000001e-12,1.206376e-12,1.805957e-12,6.763681000000001e-12,1.067008e-11,4.661767e-12,6.965378999999999e-12,1.5331847e-11,7.329063e-11,2.188131e-10,3.195456e-10,2.9210373e-10,5.835521e-10,1.04446e-08,1.294094e-08,1.10281521e-08
0.9567057000000001,B,0.5,6.166091e-05,0.9567057000000001,,,0.9857279,4.252657e-12,7.121651e-13,1.064633e-12,4.9648221e-12,8.162196e-12,2.751339e-12,4.10531e-12,1.0913535e-11,5.583136999999999e-11,1.287844e-10,1.878833e-10,1.8461577e-10,4.347872e-10,6.065483e-09,7.533393e-09,6.5002702e-09
0.9619028999999999,B,0.5,6.201292e-05,0.9619028999999999,,,0.9810785,4.373792e-12,7.349143e-13,1.0999030000000001e-12,5.1087063e-12,8.394962e-12,2.8398169999999998e-12,4.24362e-12,1.1234778999999999e-11,5.744636e-11,1.332531e-10,1.954751e-10,1.9069946e-10,4.487854e-10,6.378546e-09,8.202253000000001e-09,6.8273313999999995e-09
0.9702316,B,0.5,8.248833e-05,0.9702316,,,0.9836415000000001,5.657088e-12,1.266908e-12,1.894691e-12,6.923996e-12,1.086176e-11,4.893897e-12,7.300278e-12,1.5755657e-11,7.460974e-11,2.287203e-10,3.309137e-10,3.0333004e-10,5.930482e-10,1.060622e-08,1.229378e-08,1.11992682e-08
1.001247,B,0.5,8.776852e-05,1.001247,,,0.9752674000000001,6.312738e-12,1.5035049999999999e-12,2.249857e-12,7.816243e-12,1.212184e-11,5.810195e-12,8.679276e-12,1.7932035e-11,8.33632e-11,2.728342e-10,3.991619e-10,3.561974e-10,6.666235e-10,1.3012780000000001e-08,1.6426049999999997e-08,1.3679403500000001e-08
1.03567,B,0.5,9.586482e-05,1.03567,,,0.9773562,6.984721e-12,1.8154419999999997e-12,2.718679e-12,8.800163e-12,1.341329e-11,7.016517999999999e-12,1.049374e-11,2.0429808e-11,9.232865e-11,3.29936e-10,4.858116e-10,4.2226465000000003e-10,7.402042e-10,1.5809090000000002e-08,2.085886e-08,1.6549294200000003e-08
1.047968,B,0.5,7.603476e-05,1.047968,,,0.9814815,5.310275e-12,1.094418e-12,1.6380219999999999e-12,6.404693e-12,1.019437e-11,4.2283980000000005e-12,6.317016e-12,1.4422768e-11,6.990858e-11,1.980667e-10,2.894715e-10,2.6797528e-10,5.507884e-10,9.335373999999999e-09,1.169362e-08,9.886162399999999e-09
1.080606,B,0.5,9.164066999999999e-05,1.080606,,,0.9814341000000001,6.297347e-12,1.564741e-12,2.339302e-12,7.862088000000001e-12,1.2092610000000001e-11,6.044692e-12,9.013962e-12,1.8137302e-11,8.31837e-11,2.82664e-10,4.089028e-10,3.658477e-10,6.652463e-10,1.3126059999999999e-08,1.524095e-08,1.37913063e-08
1.165234,B,0.5,0.0001044891,1.165234,,,0.9719259,7.355891e-12,2.080927e-12,3.112137e-12,9.436818e-12,1.412819e-11,8.038292e-12,1.1987839999999999e-11,2.2166481999999998e-11,9.741023e-11,3.756207e-10,5.416672e-10,4.7303093e-10,7.872866e-10,1.731234e-08,1.975237e-08,1.80996266e-08
1.216405,B,0.5,0.0001331195,1.216405,,,0.9775231,9.536885e-12,3.4361459999999998e-12,5.142517e-12,1.2973031e-11,1.832461e-11,1.3278910000000001e-11,1.983055e-11,3.160352e-11,1.269261e-10,6.234765e-10,9.075839e-10,7.504026e-10,1.0449059999999998e-09,2.9242430000000003e-08,3.5515980000000005e-08,3.0287336e-08
1.251867,B,0.5,0.0001452053,1.251867,,,0.9826263000000001,1.065201e-11,4.173679e-12,6.237637e-12,1.4825689e-11,2.0468720000000002e-11,1.612237e-11,2.403369e-11,3.659109e-11,1.418642e-10,7.531458e-10,1.0889059999999999e-09,8.9501e-10,1.162204e-09,3.3911870000000004e-08,3.910021e-08,3.5074074000000004e-08
1.344556,B,0.5,0.00017905720000000003,1.344556,,,0.9662516,1.3415129999999999e-11,6.490519e-12,9.708124e-12,1.9905648999999998e-11,2.579006e-11,2.50839e-11,3.744915e-11,5.087396e-11,1.79659e-10,1.178035e-09,1.720126e-09,1.3576940000000001e-09,1.496487e-09,5.399936e-08,6.713697e-08,5.5495847000000004e-08
1.444422,B,0.5,0.00020733550000000001,1.444422,,,0.9632145000000001,1.47007e-11,8.221133e-12,1.227676e-11,2.2921832999999998e-11,2.8267940000000003e-11,3.1740940000000005e-11,4.720142e-11,6.000888000000001e-11,1.973514e-10,1.4732220000000002e-09,2.0839139999999997e-09,1.6705734000000002e-09,1.647349e-09,6.207606e-08,6.082123e-08,6.3723409e-08
1.479303,B,0.5,0.00022892570000000002,1.479303,,,0.9636084,1.6262529999999997e-11,1.003911e-11,1.498916e-11,2.630164e-11,3.127806e-11,3.876313e-11,5.764264e-11,7.004119e-11,2.188741e-10,1.800547e-09,2.5503730000000003e-09,2.0194211e-09,1.83255e-09,7.54983e-08,7.253125999999999e-08,7.733084999999999e-08
1.4822639999999998,B,0.5,0.0002331498,1.4822639999999998,,,0.9589834,1.6762670000000002e-11,1.0551e-11,1.5772289999999998e-11,2.7313670000000003e-11,3.2243309999999995e-11,4.075927e-11,6.073701e-11,7.300258e-11,2.259198e-10,1.9038150000000002e-09,2.7313549999999996e-09,2.1297348e-09,1.903655e-09,8.201621e-08,8.751782e-08,8.3919865e-08
1.517906,B,0.5,0.00021109029999999998,1.517906,,,0.9705391999999999,1.584071e-11,9.044234e-12,1.3520779999999998e-11,2.4884944e-11,3.045957e-11,3.494203e-11,5.214093e-11,6.54016e-11,2.126116e-10,1.634132e-09,2.385698e-09,1.8467436e-09,1.757389e-09,7.136832e-08,8.859886999999999e-08,7.3125709e-08
