Dmax,X,Ku,Ka,W,ldr,xpolKa,mkg,CextC,CscaC,CabsC,CextX,CscaX,CabsX,CextKu,CscaKu,CabsKu,CextKa,CscaKa,CabsKa,CextW,CscaW,CabsW
0.404582,1.05565273169e-08,4.23199200083e-08,1.85967556366e-06,7.50340106906e-05,0.00167281885651,3.11090034927e-09,4.43094983516e-06,,,,4.997296278e-05,7.63654e-09,4.996532624e-05,9.662595975e-05,2.928835e-08,9.65966714e-05,0.0005321120528,1.2475407e-06,0.0005308645121,0.001907308106,5.175474e-05,0.001855553366
0.620849,7.47411510823e-08,2.9976843611e-07,1.32254945749e-05,0.000504779794409,0.00102833119267,1.36001886082e-08,1.21484319984e-05,,,,0.0001088043413,4.90638e-08,0.0001087552775,0.0002112003615,1.995171e-07,0.0002110008444,0.001219504413,8.943893e-06,0.00121056052,0.004997437591,0.000368801641,0.00462863595
0.806859,2.1625030415e-07,8.67429924216e-07,3.8268418251e-05,0.00137407077497,0.00040868916476,1.56398878906e-08,2.10543477267e-05,,,,0.0001572301415,1.420241e-07,0.0001570881174,0.0003064606829,5.764206e-07,0.0003058842623,0.001857541841,2.6048875e-05,0.001831492966,0.008632721504,0.001056671837,0.007576049667
1.00607,5.61325473175e-07,2.24805429709e-06,9.73645138229e-05,0.00303365103711,5.62305490966e-05,5.47486007468e-09,3.40097407878e-05,,,,0.000249658577,3.752888e-07,0.0002492832882,0.0004870544938,1.5059866e-06,0.0004855485072,0.002985290232,6.7015642e-05,0.00291827459,0.01472913832,0.00254901233,0.01218012599
1.20688,1.69850719291e-06,6.79001018959e-06,0.000287719097728,0.00758244703192,7.52090332794e-05,2.16390751963e-08,5.88201254608e-05,,,,0.0004480403441,1.1341793e-06,0.0004469061648,0.0008752178809,4.5546771e-06,0.0008706632038,0.005441759102,0.000201248924,0.005240510178,0.02925263769,0.00720153841,0.02205109928
1.50748,4.20846099963e-06,1.67843009738e-05,0.000691232081134,0.0139427323338,2.07857179211e-05,1.43677550564e-08,9.33433869249e-05,,,,0.0006685941617,2.8196661e-06,0.0006657744956,0.001310048327,1.1302713e-05,0.001298745614,0.008433243561,0.000494071027,0.007939172534,0.0502304305,0.01598419663,0.03424623387
1.6223,8.69854797054e-06,3.46305611587e-05,0.00139588662295,0.0228903986203,3.80469335299e-05,5.31092055579e-08,0.000134520409151,,,,0.0009487944188,5.8489842e-06,0.0009429454346,0.001864022198,2.3399144e-05,0.001840623054,0.01234338474,0.00101347863,0.01132990611,0.07981424874,0.03043830663,0.04937594211
1.81529,1.37873313112e-05,5.47767174891e-05,0.00215326029044,0.0282778258919,4.52287779129e-05,9.73893314641e-08,0.00016938112706,,,,0.001199972199,9.273355e-06,0.001190698844,0.002362267856,3.7086017e-05,0.002325181839,0.01595596081,0.00159042552,0.01436553529,0.1067588036,0.04413732455,0.06262147905
2.01385,2.60372630425e-05,0.000102971183205,0.00382711655481,0.0288957415356,4.03052934578e-05,1.54253055839e-07,0.000233233755148,,,,0.001677890285,1.7544913e-05,0.001660345372,0.003313798632,7.0068052e-05,0.00324373058,0.02303143624,0.00293891092,0.02009252532,0.1570950706,0.07036949422,0.08672557638
2.26452,3.67887560227e-05,0.000145251047722,0.00528938881795,0.0329758281127,1.9709184237e-05,1.04249538712e-07,0.000277381861287,,,,0.001992103266,2.4827148e-05,0.001967276118,0.003944153778,9.9046581e-05,0.003845107197,0.02803045952,0.00411581126,0.02391464826,0.1955702752,0.0923600238,0.1032102514
2.41387,4.82114778121e-05,0.000189806516349,0.00667361345714,0.0294075617852,1.20734610551e-05,8.05736121718e-08,0.000318111386924,,,,0.002288993313,3.2539014e-05,0.002256454299,0.004541253571,0.000129762775,0.004411490796,0.03280263674,0.00531859608,0.02748404066,0.2287777408,0.1105410058,0.118236735
2.51244,7.85947221942e-05,0.000308188010266,0.0102976064235,0.02273370262,6.49356921735e-05,6.68682200838e-07,0.000404052740101,,,,0.003021770568,5.3157843e-05,0.002968612725,0.006017875799,0.000211641875,0.005806233924,0.04469094217,0.00848717596,0.03620376621,0.3101363182,0.1564087468,0.1537275714
2.6739,0.00010420836668,0.000407748994497,0.0132388098065,0.0163201979015,1.07756680572e-05,1.42657019947e-07,0.000468191472566,,,,0.003434179585,7.0616686e-05,0.003363562899,0.006863185922,0.000280797649,0.006582388273,0.05237484037,0.01113153013,0.04124331024,0.3678587035,0.1921974808,0.1756612227
2.81425,0.000161499011491,0.000628719020122,0.0191059925761,0.00775329200606,1.60085001523e-05,3.05858285064e-07,0.000582486503083,,,,0.004354591768,0.000109690335,0.004244901433,0.008748289156,0.000435500015,0.008312789141,0.06911181306,0.01684906227,0.05226275079,0.486057802,0.2641740364,0.2218837656
3.00562,0.000254460636218,0.000985703712662,0.0280218809223,0.00309447252924,1.75191718224e-05,4.90920146658e-07,0.00073288203714,,,,0.005532700103,0.000173353323,0.00535934678,0.01119061113,0.00068668913,0.010503922,0.09213422858,0.02583485728,0.0662993713,0.6461636381,0.3658918943,0.2802717438
3.20253,0.00040363550782,0.00155215143814,0.0400331002745,0.00959440914612,2.70016554032e-05,1.08095997835e-06,0.000925356922612,,,,0.00706943341,0.000276129841,0.006793303569,0.01441749673,0.00109050438,0.01332699235,0.123922693,0.03949393358,0.08442875942,0.8657262131,0.5099662416,0.3557599715
3.61664,0.000521202366587,0.00199285114859,0.0477476510696,0.0149173047403,4.63837732375e-05,2.21471621984e-06,0.00104857987689,,,,0.00834864926,0.000357475424,0.007991173836,0.01708694135,0.00140749627,0.01567944508,0.148051027,0.04913686425,0.09891416275,0.9974701648,0.587289637,0.4101805278
