,model,ELWP,mkg,Dmax,Rgyr,ar,riming,Xa,Xs,Xb,Xe,Ua,Us,Ub,Ue,Aa,As,Ab,Ae,Wa,Ws,Wb,We
68,B,2.0,7.809826e-05,0.01209604,,,0.9846136000000001,6.225606e-09,9.385715000000001e-07,1.055358e-06,,1.2386120000000001e-08,2.792865e-06,2.1754e-06,,9.5487e-08,3.0593179999999996e-05,3.089735e-06,,7.297515e-07,0.00016732540000000002,1.258161e-05,
69,B,2.0,9.015324e-05,0.01437118,,,0.9864354,7.08939e-09,1.198057e-06,1.325667e-06,,1.4108889999999999e-08,3.505962e-06,2.6382260000000003e-06,,1.073238e-07,3.74769e-05,4.119706e-07,,8.995069000000001e-07,0.0001987262,1.429391e-06,
70,B,2.0,8.648995999999999e-05,0.01320293,,,0.9856879000000001,6.930680999999999e-09,1.10917e-06,1.1813849999999998e-06,,1.3754600000000001e-08,3.187265e-06,2.214477e-06,,1.0702500000000001e-07,3.415111e-05,5.737716000000001e-06,,8.391163e-07,0.00017571189999999998,1.3266739999999999e-05,
71,B,2.0,8.384434000000002e-05,0.01234397,,,0.9832770000000001,6.689609000000001e-09,1.10065e-06,1.2896780000000001e-06,,1.328219e-08,3.299101e-06,2.852821e-06,,9.844771000000002e-08,3.287821e-05,5.655091e-06,,7.432354000000001e-07,0.0001761641,3.81625e-05,
72,B,2.0,8.597190999999999e-05,0.01422212,,,0.9862042,6.962781999999999e-09,1.141905e-06,1.337826e-06,,1.3902370000000001e-08,3.3826100000000003e-06,2.975473e-06,,1.054782e-07,3.682819000000001e-05,4.380299e-06,,8.712246e-07,0.0001945916,3.574633e-06,
73,B,2.0,1.615533e-05,0.006172938,,,0.9930745999999999,1.2343530000000001e-09,4.97839e-08,7.027441e-08,,2.4781350000000004e-09,1.87445e-07,2.492129e-07,,1.9532860000000002e-08,4.527353e-06,1.62479e-06,,1.6053910000000002e-07,3.380742e-05,5.093715e-06,
74,B,2.0,0.0001129792,0.0161825,,,0.9882776,9.054742e-09,1.7158000000000002e-06,1.8502940000000001e-06,,1.791994e-08,4.563947e-06,2.821718e-06,,1.450121e-07,4.7040159999999994e-05,9.289334e-06,,1.364683e-06,0.000247987,3.549413e-05,
75,B,2.0,7.412287e-05,0.01245576,,,0.9863354,6.1607480000000004e-09,9.229009999999999e-07,1.1678149999999998e-06,,1.233565e-08,2.872148e-06,2.9891719999999998e-06,,9.454819000000001e-08,3.0076420000000004e-05,1.393824e-05,,7.669039999999999e-07,0.0001602484,4.138315e-06,
76,B,2.0,8.871333000000001e-05,0.01446758,,,0.9867099,7.281458e-09,1.269788e-06,1.752568e-06,,1.438525e-08,3.799119e-06,4.634482e-06,,1.05243e-07,3.269542e-05,5.217448000000001e-06,,8.694563000000001e-07,0.0001971954,1.525269e-06,
77,B,2.0,8.438269e-05,0.01362669,,,0.9857351000000001,6.810115e-09,1.10465e-06,1.279402e-06,,1.362527e-08,3.31346e-06,2.940084e-06,,1.051216e-07,3.394103e-05,6.661562e-06,,9.320466999999999e-07,0.0002022793,9.16312e-06,
78,B,2.0,8.765235999999999e-05,0.01373347,,,0.9856575000000001,7.260352e-09,1.238469e-06,1.6241810000000002e-06,,1.4290120000000001e-08,3.6458769999999997e-06,4.0143979999999996e-06,,1.048058e-07,3.21204e-05,5.176581e-06,,8.606397e-07,0.0001747755,4.930648e-06,
79,B,2.0,8.205002e-05,0.01340072,,,0.9873832,6.673998000000001e-09,1.054131e-06,1.195727e-06,,1.333619e-08,3.153523e-06,2.459384e-06,,9.91789e-08,3.46161e-05,6.302017e-06,,8.399074e-07,0.0001683984,1.9522449999999998e-05,
80,B,2.0,8.473165e-05,0.01251893,,,0.9850530000000001,6.795193e-09,1.1089459999999999e-06,1.240465e-06,,1.357286e-08,3.326942e-06,2.650279e-06,,1.086214e-07,3.6691609999999993e-05,2.32607e-06,,8.787420999999999e-07,0.0001758148,3.286058e-05,
81,B,2.0,9.62836e-05,0.01455684,,,0.9860450000000001,7.972362e-09,1.473568e-06,1.963467e-06,,1.567667e-08,4.28394e-06,4.805353e-06,,1.161686e-07,3.692882e-05,9.614583e-06,,9.509714e-07,0.0002102041,2.1127799999999998e-06,
82,B,2.0,1.287469e-05,0.005897154,,,0.993274,9.843211e-10,3.194184e-08,4.502999e-08,,1.967905e-09,1.206529e-07,1.600248e-07,,1.593728e-08,3.268627e-06,1.3695060000000001e-06,,1.4021979999999998e-07,2.7787740000000004e-05,5.838195e-07,
83,B,2.0,3.217344e-05,0.008508388,,,0.9926038,2.5391610000000005e-09,1.9320989999999998e-07,2.6522309999999996e-07,,5.148277e-09,7.001989e-07,8.784560999999999e-07,,4.0102980000000005e-08,1.0815699999999999e-05,4.852089e-07,,3.188336e-07,6.732338e-05,3.690258e-06,
84,B,2.0,0.0001036238,0.01543377,,,0.9857222999999999,8.340402e-09,1.57737e-06,1.889875e-06,,1.6450279999999998e-08,4.456644e-06,3.901259e-06,,1.249088e-07,4.297617e-05,1.139352e-06,,9.519569e-07,0.00022758040000000001,5.698415e-06,
85,B,2.0,8.671101999999999e-05,0.01365241,,,0.9858819999999999,7.096011e-09,1.192563e-06,1.4698500000000002e-06,,1.409319e-08,3.557547e-06,3.397523e-06,,1.0697410000000001e-07,3.382604e-05,6.739543e-06,,8.117838e-07,0.00018937430000000001,5.389798e-07,
86,B,2.0,0.0001045731,0.0143946,,,0.9852443000000001,8.802761999999998e-09,1.7060839999999998e-06,1.997442e-06,,1.740737e-08,4.903242e-06,4.162562e-06,,1.196595e-07,4.2526239999999996e-05,6.409948e-07,,9.589219e-07,0.0002200515,4.949726e-06,
87,B,2.0,9.344355999999999e-05,0.01368729,,,0.984374,7.686276e-09,1.367247e-06,1.5445920000000002e-06,,1.525807e-08,3.9975569999999995e-06,3.109857e-06,,1.1797650000000001e-07,4.061333e-05,1.593212e-06,,1.022754e-06,0.0002029827,1.706185e-05,
88,B,2.0,8.405127e-05,0.01294326,,,0.9856775,6.874528e-09,1.146703e-06,1.402367e-06,,1.365658e-08,3.490282e-06,3.2959269999999998e-06,,9.818562e-08,3.219999e-05,3.108213e-06,,7.665089000000001e-07,0.00017868310000000002,3.685927e-06,
89,B,2.0,7.829064e-05,0.01213422,,,0.9832844999999999,6.39157e-09,9.890035e-07,1.148048e-06,,1.275814e-08,3.009549e-06,2.549424e-06,,9.750069999999999e-08,3.11085e-05,1.9078110000000003e-06,,8.443413999999999e-07,0.0001785928,8.837568e-06,
90,B,2.0,2.5535010000000003e-05,0.007712866999999999,,,0.9919424000000001,1.9304350000000003e-09,1.176329e-07,1.57492e-07,,3.902834e-09,4.2876779999999995e-07,5.114732e-07,,3.206449e-08,7.954898e-06,6.416257e-07,,2.7447509999999997e-07,5.87658e-05,1.826736e-06,
91,B,2.0,1.91742e-05,0.006448835,,,0.9917201999999999,1.465029e-09,6.871113000000001e-08,9.354207000000001e-08,,2.9494959999999998e-09,2.5484e-07,3.146847e-07,,2.40245e-08,5.688653000000001e-06,6.26257e-07,,1.9970089999999998e-07,4.299585e-05,1.646897e-06,
92,B,2.0,8.856589e-05,0.01346669,,,0.9847296,7.0734969999999995e-09,1.197927e-06,1.3167169999999999e-06,,1.411949e-08,3.539242e-06,2.508593e-06,,1.119118e-07,3.8180890000000005e-05,1.114634e-06,,1.003784e-06,0.0001896306,4.269571e-05,
93,B,2.0,0.000110117,0.0148112,,,0.9852019000000001,8.758700999999998e-09,1.632409e-06,1.506757e-06,,1.7405709999999997e-08,4.414569e-06,1.942914e-06,,1.428425e-07,5.1958450000000004e-05,9.309461e-07,,1.1667e-06,0.00023693220000000001,2.081998e-05,
94,B,2.0,9.336776e-05,0.01309936,,,0.9849319,7.542771e-09,1.3182e-06,1.45393e-06,,1.5003790000000002e-08,3.832844e-06,2.956449e-06,,1.176383e-07,4.116338e-05,3.740985e-06,,9.084350000000001e-07,0.000186412,3.6892489999999996e-06,
95,B,2.0,8.745952e-05,0.01311262,,,0.9838543,6.977525e-09,1.152636e-06,1.288017e-06,,1.3879920000000002e-08,3.392298e-06,2.794253e-06,,1.061531e-07,3.320784e-05,5.863613000000001e-06,,9.438894999999999e-07,0.0002027632,2.6462990000000003e-05,
96,B,2.0,8.719398e-05,0.01264874,,,0.9834881999999999,7.183163e-09,1.236146e-06,1.553132e-06,,1.419482e-08,3.702494e-06,3.6939210000000003e-06,,1.021164e-07,3.211817e-05,4.203191e-06,,8.523751999999999e-07,0.00018263650000000003,5.196921e-06,
97,B,2.0,0.0001096501,0.01485894,,,0.9851993,8.643662e-09,1.576735e-06,1.291877e-06,,1.724684e-08,4.280127e-06,1.360609e-06,,1.418361e-07,5.12799e-05,8.722595e-06,,1.057454e-06,0.00023381080000000001,1.0288410000000002e-05,
98,B,2.0,1.6543900000000003e-05,0.005971194,,,0.9937019,1.227392e-09,4.9781149999999996e-08,6.695896e-08,,2.464525e-09,1.844593e-07,2.219285e-07,,2.10115e-08,4.379525e-06,3.729796e-07,,1.878109e-07,4.050516e-05,1.379886e-06,
99,B,2.0,2.752112e-05,0.008133343000000001,,,0.9937155000000001,2.147458e-09,1.4137739999999998e-07,1.97493e-07,,4.3369670000000005e-09,5.161319e-07,6.708365e-07,,3.285635e-08,8.322093e-06,1.3118180000000002e-06,,2.725101e-07,5.675163e-05,2.8709410000000004e-06,
100,B,2.0,3.221873e-05,0.009125465,,,0.9929110000000001,2.5798530000000005e-09,1.9546429999999999e-07,2.739951e-07,,5.221117000000001e-09,7.056235e-07,9.23227e-07,,3.829678e-08,1.0213969999999999e-05,1.4025659999999998e-06,,2.9886570000000005e-07,6.796901999999999e-05,4.836994e-06,
101,B,2.0,2.052563e-05,0.007098086,,,0.9931114999999999,1.522144e-09,7.510427e-08,9.965371000000001e-08,,3.0634520000000004e-09,2.7442490000000003e-07,3.2109479999999997e-07,,2.600889e-08,5.731445e-06,9.082841e-09,,2.438294e-07,5.018591e-05,3.954099e-06,
102,B,2.0,1.3157479999999998e-05,0.005966483000000001,,,0.9942346,9.730002e-10,3.163392e-08,4.2678160000000005e-08,,1.9433720000000003e-09,1.173052e-07,1.4208520000000003e-07,,1.6582709999999997e-08,2.981232e-06,2.679836e-07,,1.570897e-07,3.186526e-05,5.9526710000000005e-06,
103,B,2.0,1.4820379999999998e-05,0.006117036,,,0.9928348,1.117597e-09,4.08955e-08,5.557264e-08,,2.236895e-09,1.518932e-07,1.8671199999999998e-07,,1.871947e-08,3.656102e-06,2.7729329999999997e-07,,1.698576e-07,3.456388e-05,1.479098e-06,
104,B,2.0,9.060375e-05,0.01489028,,,0.9873666999999999,7.297134e-09,1.240396e-06,1.4688249999999999e-06,,1.455943e-08,3.62942e-06,3.1363650000000003e-06,,1.140693e-07,4.018231e-05,1.208025e-05,,9.480352e-07,0.0001880154,7.2998130000000005e-06,
105,B,2.0,0.00011008,0.01491649,,,0.9850476999999999,8.799488999999999e-09,1.663308e-06,1.7148509999999998e-06,,1.742805e-08,4.524223e-06,2.744593e-06,,1.426893e-07,4.894367e-05,5.252468999999999e-07,,1.181733e-06,0.0002322879,7.972406e-06,
106,B,2.0,0.0001086447,0.01439866,,,0.9843306000000001,8.659498999999999e-09,1.48031e-06,9.278815999999999e-07,,1.742443e-08,3.991998e-06,6.420066e-07,,1.446943e-07,5.2473100000000004e-05,1.166593e-06,,1.183784e-06,0.0002268136,1.8967520000000002e-05,
107,B,2.0,7.536324e-05,0.01118802,,,0.9828796999999999,6.0029080000000005e-09,9.004600000000001e-07,1.038717e-06,,1.201219e-08,2.762192e-06,2.344594e-06,,9.627006e-08,3.057521e-05,1.71173e-06,,7.664909e-07,0.0001536059,4.451046e-06,
108,B,2.0,0.0001106491,0.01658991,,,0.9867444,9.121958e-09,1.879857e-06,2.557625e-06,,1.794489e-08,5.399858000000001e-06,6.399999e-06,,1.287979e-07,3.9269640000000004e-05,1.962108e-06,,1.1427769999999999e-06,0.0002409185,4.626976e-05,
109,B,2.0,0.0001024576,0.01523621,,,0.9843504000000001,8.413063000000001e-09,1.617672e-06,2.052081e-06,,1.6545e-08,4.628354e-06,4.6217009999999995e-06,,1.1946910000000001e-07,3.967875e-05,1.0066569999999999e-05,,9.286826999999999e-07,0.0002133977,1.20502e-05,
110,B,2.0,0.0001010865,0.01537413,,,0.9855514000000001,8.184333000000001e-09,1.4983969999999998e-06,1.6363480000000002e-06,,1.6237190000000003e-08,4.247469e-06,3.030047e-06,,1.246648e-07,4.396741e-05,3.4762079999999997e-06,,9.386497e-07,0.0002083711,1.9565000000000002e-06,
111,B,2.0,9.429643e-05,0.01301277,,,0.9834415000000001,7.513819e-09,1.2812029999999998e-06,1.255483e-06,,1.496292e-08,3.647838e-06,1.994746e-06,,1.1867419999999999e-07,4.087392e-05,1.710828e-07,,9.861495e-07,0.0002168819,3.914771e-06,
112,B,2.0,9.94313e-06,0.005040501,,,0.9950259,7.5844e-10,1.924882e-08,2.742687e-08,,1.5088729999999997e-09,7.312742e-08,9.910331e-08,,1.2245919999999999e-08,2.252187e-06,1.4510300000000001e-06,,9.721686e-08,2.004699e-05,2.7990850000000002e-06,
113,B,2.0,2.687624e-05,0.007518141999999999,,,0.9920738000000001,1.994026e-09,1.2299619999999998e-07,1.513509e-07,,4.019118e-09,4.327970999999999e-07,4.281601e-07,,3.551586e-08,8.641589e-06,1.36002e-06,,3.131393e-07,6.867497e-05,2.42419e-06,
114,B,2.0,2.297065e-05,0.0073376940000000005,,,0.9922688000000001,1.749934e-09,9.542869999999998e-08,1.267852e-07,,3.515815e-09,3.444274e-07,4.031551e-07,,2.8643810000000004e-08,6.441692e-06,4.997529e-08,,2.434561e-07,5.184478e-05,2.8945010000000002e-06,
115,B,2.0,0.0001064948,0.01593591,,,0.9858626,8.522843000000001e-09,1.602155e-06,1.720329e-06,,1.686679e-08,4.39302e-06,2.874151e-06,,1.326689e-07,4.653055e-05,3.3333609999999997e-06,,1.099147e-06,0.0002322829,1.4575e-05,
116,B,2.0,9.267745999999999e-05,0.01270778,,,0.9840581,7.420583000000001e-09,1.253562e-06,1.274692e-06,,1.4763329999999999e-08,3.5699079999999997e-06,2.195849e-06,,1.198208e-07,3.968225e-05,7.538677e-07,,9.661371e-07,0.0002011082,5.7319830000000005e-06,
117,B,2.0,0.00010441959999999999,0.01461476,,,0.9844562,8.363535e-09,1.5649340000000001e-06,1.709665e-06,,1.648164e-08,4.339395e-06,3.029037e-06,,1.3295979999999998e-07,4.2638519999999996e-05,1.165905e-05,,1.165921e-06,0.00023244900000000002,2.4819720000000004e-05,
118,B,2.0,9.570237e-05,0.01432206,,,0.9831054,7.699492e-09,1.337534e-06,1.418554e-06,,1.523181e-08,3.750124e-06,2.417225e-06,,1.184093e-07,3.885635e-05,2.681164e-06,,9.791542e-07,0.00021637759999999998,4.352897e-07,
119,B,2.0,0.000100719,0.01513489,,,0.9865413000000001,8.168364000000001e-09,1.432946e-06,1.449026e-06,,1.616855e-08,3.948257e-06,2.195543e-06,,1.204222e-07,3.947107e-05,2.217818e-06,,1.014628e-06,0.0002283486,8.93649e-06,
120,B,2.0,0.0001334705,0.01771146,,,0.9866632,1.0808549999999998e-08,2.3196209999999997e-06,2.714194e-06,,2.10901e-08,5.882091e-06,4.6584e-06,,1.622982e-07,5.132268e-05,4.749055e-06,,1.4927099999999998e-06,0.0002871243,1.326182e-05,
121,B,2.0,0.00010733989999999999,0.01618613,,,0.9852268,8.852373999999999e-09,1.730384e-06,2.060497e-06,,1.7458169999999998e-08,4.85925e-06,4.2331970000000005e-06,,1.282431e-07,4.428308e-05,8.804677000000001e-06,,1.091384e-06,0.0002440877,6.43782e-06,
122,B,2.0,8.968758e-06,0.005079327,,,0.9953424999999999,6.863019e-10,1.579569e-08,2.261841e-08,,1.363289e-09,6.018022e-08,8.244093e-08,,1.111242e-08,1.972214e-06,1.32458e-06,,8.836207e-08,1.647019e-05,2.8032409999999998e-06,
123,B,2.0,1.487929e-05,0.006121324,,,0.9945429,1.113386e-09,4.0431419999999995e-08,5.3085110000000004e-08,,2.23241e-09,1.487011e-07,1.701793e-07,,1.972502e-08,3.754446e-06,7.078075999999999e-08,,1.925835e-07,3.9073290000000003e-05,5.018027e-06,
124,B,2.0,4.236709e-06,0.004051624,,,0.9985321,3.090294e-10,3.440838e-09,5.0268059999999995e-09,,6.066875e-10,1.323669e-08,1.8856560000000003e-08,,4.911636e-09,5.453993e-07,5.556407e-07,,4.143818e-08,6.9218640000000004e-06,1.336124e-06,
125,B,2.0,2.354144e-06,0.0033557290000000004,,,0.9996013000000001,1.69189e-10,1.052919e-09,1.537682e-09,,3.29678e-10,4.041533e-09,5.750522e-09,,2.570298e-09,1.7011420000000002e-07,1.724504e-07,,2.544755e-08,3.4068040000000003e-06,4.368055e-07,
126,B,2.0,2.4570490000000002e-06,0.003183288,,,0.9993314,1.774974e-10,1.1559020000000001e-09,1.696691e-09,,3.461779e-10,4.450461e-09,6.3972109999999996e-09,,2.725823e-09,1.935878e-07,2.1428829999999997e-07,,2.595024e-08,3.5870389999999997e-06,5.571376000000001e-07,
127,B,2.0,6.979592e-06,0.004326002,,,0.9971589,5.092117e-10,9.141523000000002e-09,1.29653e-08,,1.006744e-09,3.4747510000000004e-08,4.6666150000000004e-08,,8.280415e-09,1.1860809999999999e-06,6.71571e-07,,7.701186e-08,1.438902e-05,9.387556999999999e-07,
128,B,2.0,1.1773239999999999e-05,0.0057442280000000005,,,0.9950266999999999,9.33115e-10,2.816e-08,4.1248180000000004e-08,,1.8625129999999997e-09,1.0765360000000001e-07,1.542073e-07,,1.445916e-08,3.238661e-06,3.213738e-06,,1.0799539999999999e-07,1.9230109999999998e-05,3.109998e-07,
129,B,2.0,8.375089e-06,0.004992334,,,0.9970298000000001,6.180321e-10,1.324705e-08,1.875862e-08,,1.2257360000000001e-09,5.028626999999999e-08,6.733942999999999e-08,,1.006881e-08,1.6442490000000002e-06,8.686934e-07,,8.936727000000001e-08,1.6636529999999998e-05,2.714797e-07,
130,B,2.0,2.4713059999999997e-06,0.0030225390000000003,,,0.9992878000000001,1.791881e-10,1.1750579999999999e-09,1.724405e-09,,3.49515e-10,4.524821e-09,6.500633000000001e-09,,2.7516030000000004e-09,1.967633e-07,2.157827e-07,,2.627415e-08,3.6632929999999997e-06,3.691296e-07,
131,B,2.0,6.287183e-06,0.004251658,,,0.9970699000000001,4.600404e-10,7.509451000000001e-09,1.0865899999999999e-08,,9.085581e-10,2.877993e-08,4.024097e-08,,7.462574e-09,1.0773009999999999e-06,9.374494e-07,,6.527938e-08,1.178003e-05,3.5466740000000003e-07,
132,B,2.0,3.4670909999999998e-06,0.0036946929999999998,,,0.9984771000000001,2.548865e-10,2.325747e-09,3.396063e-09,,4.989619e-10,8.937219000000001e-09,1.2715160000000001e-08,,3.988041e-09,3.705211e-07,3.7266840000000003e-07,,3.584977e-08,5.699022e-06,1.783728e-06,
133,B,2.0,4.555046e-06,0.003703187,,,0.9979134,3.355221e-10,4.015314000000001e-09,5.857631e-09,,6.598779e-10,1.5459100000000002e-08,2.195272e-08,,5.415888000000001e-09,6.378306999999999e-07,6.364323e-07,,4.7589230000000004e-08,8.079536000000001e-06,1.008343e-06,
134,B,2.0,4.7069979999999995e-06,0.004144288,,,0.9982052,3.371731e-10,4.1216e-09,5.922699e-09,,6.623724e-10,1.572827e-08,2.16795e-08,,5.353253000000001e-09,5.92446e-07,4.535098e-07,,5.094052e-08,8.536822e-06,2.1661e-07,
135,B,2.0,3.4490210000000003e-06,0.0034894920000000003,,,0.9985030999999999,2.495733e-10,2.264324e-09,3.3035679999999994e-09,,4.885153e-10,8.697439e-09,1.235285e-08,,3.9074690000000005e-09,3.600141e-07,3.6072429999999994e-07,,3.612288e-08,5.570046e-06,8.696389999999999e-07,
136,B,2.0,4.31245e-06,0.003707986,,,0.9977144,3.164841e-10,3.5824259999999996e-09,5.214499e-09,,6.215962e-10,1.3768100000000002e-08,1.946616e-08,,5.053392e-09,5.607299e-07,5.400671e-07,,4.518219999999999e-08,7.413919e-06,1.004681e-06,
137,B,2.0,4.990661e-06,0.003980193,,,0.9972726999999999,3.634557e-10,4.7260420000000006e-09,6.776938e-09,,7.152873e-10,1.806036e-08,2.4796119999999998e-08,,5.8659e-09,6.85709e-07,5.034415e-07,,5.7392699999999994e-08,9.742075999999999e-06,4.4107100000000005e-07,
138,B,2.0,1.306325e-05,0.00558828,,,0.9953562,9.880212e-10,3.235268e-08,4.4801480000000006e-08,,1.978761e-09,1.218483e-07,1.5605310000000002e-07,,1.669288e-08,3.389485e-06,7.963028e-07,,1.4106079999999998e-07,2.868394e-05,6.121601e-06,
139,B,2.0,1.9887549999999997e-06,0.0029694659999999996,,,0.999469,1.431476e-10,7.574686e-10,1.114097e-09,,2.786164e-10,2.9184349999999998e-09,4.212420999999999e-09,,2.1659210000000002e-09,1.290355e-07,1.468703e-07,,2.130557e-08,2.6590050000000002e-06,2.341499e-07,
140,B,2.0,1.773734e-05,0.0064335830000000005,,,0.9925115,1.321444e-09,5.7385359999999996e-08,7.752426e-08,,2.655678e-09,2.1250229999999998e-07,2.582822e-07,,2.225689e-08,4.865219e-06,2.941793e-07,,2.0596810000000003e-07,4.151434e-05,1.288571e-06,
141,B,2.0,2.014264e-05,0.0070555240000000005,,,0.9940756,1.538366e-09,7.569661999999999e-08,1.053502e-07,,3.097812e-09,2.8065009999999995e-07,3.62768e-07,,2.470311e-08,5.7344740000000005e-06,1.8112059999999999e-06,,1.994411e-07,4.385104e-05,1.793781e-07,
142,B,2.0,1.938963e-05,0.006652145999999999,,,0.9923206,1.5455629999999997e-09,7.532599e-08,1.0980700000000001e-07,,3.125463e-09,2.871192e-07,4.074393e-07,,2.32904e-08,6.658192e-06,5.727525000000001e-06,,1.715043e-07,3.5524440000000004e-05,2.019124e-06,
143,B,2.0,1.985816e-05,0.0067967769999999995,,,0.9928267,1.5046689999999998e-09,7.292627e-08,9.99558e-08,,3.029289e-09,2.698674e-07,3.378593e-07,,2.4790879999999998e-08,5.63406e-06,8.342543e-07,,2.0759170000000002e-07,4.575719e-05,7.983351e-07,
144,B,2.0,2.286511e-05,0.007120155,,,0.9921485000000001,1.742898e-09,9.603824000000001e-08,1.3162870000000002e-07,,3.5047740000000005e-09,3.511379e-07,4.388695e-07,,2.735887e-08,6.360421e-06,6.832356e-07,,2.3154870000000003e-07,4.883511e-05,1.8809710000000001e-06,
145,B,2.0,1.730906e-05,0.006395341,,,0.9923398000000001,1.35672e-09,5.8910730000000004e-08,8.475547e-08,,2.729683e-09,2.2296570000000004e-07,3.0790909999999997e-07,,2.0925799999999997e-08,5.184576e-06,2.991982e-06,,1.6870319999999998e-07,3.43334e-05,1.1316679999999999e-06,
146,B,2.0,9.308673e-05,0.0128256,,,0.9853622,7.378646e-09,1.289515e-06,1.4494560000000001e-06,,1.4608709999999999e-08,3.726955e-06,2.938218e-06,,1.134412e-07,3.888592e-05,3.0044749999999997e-06,,8.595191e-07,0.0001891582,4.419321e-06,
147,B,2.0,9.173236e-05,0.01348705,,,0.9834915999999999,7.317095e-09,1.2280370000000001e-06,1.2571590000000001e-06,,1.445245e-08,3.454441e-06,2.02048e-06,,1.080495e-07,3.5080240000000006e-05,1.493876e-06,,8.741459000000001e-07,0.00019931689999999998,4.877343e-06,
148,B,2.0,0.00010451110000000001,0.01491717,,,0.9857610000000001,8.487413000000001e-09,1.6131919999999999e-06,1.82326e-06,,1.674361e-08,4.557781e-06,3.614608e-06,,1.24093e-07,4.1310559999999994e-05,7.16448e-07,,1.036696e-06,0.0002250844,9.909878e-06,
149,B,2.0,9.532306999999999e-05,0.01339119,,,0.9832511,7.758300999999999e-09,1.359728e-06,1.481018e-06,,1.5367819999999998e-08,3.887614e-06,2.8166509999999998e-06,,1.110799e-07,3.951336e-05,1.264064e-06,,9.149238000000001e-07,0.0002138788,1.3880329999999999e-05,
150,B,2.0,0.0001099817,0.01548846,,,0.9849634,8.826172e-09,1.6941329999999999e-06,1.8473500000000002e-06,,1.739787e-08,4.61926e-06,3.37016e-06,,1.345883e-07,4.518385e-05,7.549817000000001e-06,,1.130218e-06,0.00024374380000000002,3.866521e-05,
151,B,2.0,0.0001122019,0.0165173,,,0.9847474,9.236395000000001e-09,1.814412e-06,2.181761e-06,,1.815134e-08,4.933251e-06,4.5036989999999995e-06,,1.410888e-07,4.755052e-05,2.0216300000000002e-06,,1.078371e-06,0.00023822919999999997,7.279371999999999e-06,
152,B,2.0,0.00011441290000000001,0.01463548,,,0.9848104,9.005847e-09,1.57233e-06,9.073294e-07,,1.8128419999999997e-08,4.1695710000000005e-06,3.282632e-07,,1.504643e-07,5.6438859999999997e-05,3.21717e-06,,1.1864809999999999e-06,0.0002419504,6.030726e-06,
153,B,2.0,0.0001225716,0.01777893,,,0.9867108,9.730068999999999e-09,1.827625e-06,1.872083e-06,,1.921502e-08,4.629913e-06,2.500923e-06,,1.569095e-07,5.1284390000000006e-05,7.2407090000000004e-06,,1.270726e-06,0.0002698299,1.803083e-05,
154,B,2.0,0.00011925540000000001,0.01586419,,,0.9853642,9.61082e-09,1.985661e-06,2.202578e-06,,1.885305e-08,5.355128999999999e-06,3.931466e-06,,1.472706e-07,4.8459129999999994e-05,1.0156929999999999e-06,,1.110777e-06,0.0002423412,1.579789e-05,
155,B,2.0,1.4551679999999999e-05,0.00578292,,,0.9936419,1.085596e-09,3.945029e-08,5.4869519999999994e-08,,2.175346e-09,1.482491e-07,1.91428e-07,,1.7719009999999998e-08,3.815364e-06,1.182417e-06,,1.4758629999999999e-07,3.211859e-05,5.590956e-07,
156,B,2.0,2.501761e-05,0.00745388,,,0.9904038000000001,1.959177e-09,1.18206e-07,1.6440449999999998e-07,,3.94591e-09,4.3298140000000005e-07,5.580462e-07,,2.9876730000000003e-08,7.314537e-06,8.119931e-07,,2.482152e-07,5.0097159999999996e-05,1.252651e-06,
157,B,2.0,2.068814e-05,0.006752362,,,0.9909421999999999,1.5510950000000002e-09,7.752008e-08,1.051504e-07,,3.113343e-09,2.838791e-07,3.480108e-07,,2.457153e-08,5.556337e-06,4.228546e-07,,2.1749679999999997e-07,4.365545999999999e-05,3.290673e-06,
158,B,2.0,0.0001036042,0.01402406,,,0.9850496999999999,8.416577e-09,1.585196e-06,1.882119e-06,,1.6454630000000002e-08,4.368574e-06,3.714447e-06,,1.226618e-07,3.871793e-05,4.558214e-06,,9.720183e-07,0.0002096491,2.891193e-06,
159,B,2.0,0.0001418402,0.01845562,,,0.9860021000000001,1.141183e-08,2.5840940000000002e-06,2.907034e-06,,2.2293090000000002e-08,6.59174e-06,5.201584e-06,,1.651378e-07,5.912815e-05,2.099708e-05,,1.339162e-06,0.0003218214,3.220185e-05,
160,B,2.0,0.0001279257,0.01840519,,,0.9861347,1.054726e-08,2.333423e-06,3.193897e-06,,2.0531330000000003e-08,6.200726e-06,7.383974e-06,,1.5295029999999998e-07,4.9636059999999994e-05,1.199243e-07,,1.34056e-06,0.00027210959999999997,1.4648440000000001e-05,
161,B,2.0,0.0001001774,0.01377004,,,0.9851503,8.025302e-09,1.4354660000000002e-06,1.4554480000000001e-06,,1.592903e-08,4.03294e-06,2.4737409999999998e-06,,1.250341e-07,4.28825e-05,9.979938e-06,,9.367589e-07,0.00020547639999999998,2.845198e-05,
162,B,2.0,0.0001151908,0.01533915,,,0.9836590000000001,9.337734e-09,1.9009219999999998e-06,2.185914e-06,,1.8283040000000002e-08,5.148993e-06,3.9878609999999995e-06,,1.391125e-07,4.637603e-05,2.1137129999999997e-05,,1.172181e-06,0.00026045560000000003,9.059529e-07,
