Dmax,X,Ku,Ka,W,ldr,xpolKa,mkg,CextC,CscaC,CabsC,CextX,CscaX,CabsX,CextKu,CscaKu,CabsKu,CextKa,CscaKa,CabsKa,CextW,CscaW,CabsW
0.404582,1.70764900604e-08,6.83129333304e-08,2.9110233613e-06,0.000107684805709,0.00149048695513,4.33884234547e-09,4.43094983516e-06,,,,9.915430804e-05,1.062395e-08,9.914368409e-05,0.0001914549595,4.47692e-08,0.0001914101903,0.001045035296,1.955757e-06,0.001043079539,0.003716172306,7.4405082e-05,0.003641767224
0.620849,1.20617614445e-07,4.83127184964e-07,2.07762077347e-05,0.000731097516644,0.00124023716219,2.57674249195e-08,1.21484319984e-05,,,,0.0002246417759,8.0805e-08,0.0002245609709,0.0004361202521,3.238188e-07,0.0004357964333,0.002515054003,1.4063179e-05,0.002500990824,0.01003646534,0.000534758263,0.009501707077
0.806859,3.55880174278e-07,1.42461795585e-06,6.08293552796e-05,0.00199348589063,0.000674184434816,4.10102045058e-08,2.10543477267e-05,,,,0.0003760121342,2.413717e-07,0.0003757707625,0.0007307544292,9.600362e-07,0.000729794393,0.004266129435,4.1437342e-05,0.004224692093,0.01795505134,0.00153591364,0.0164191377
1.00607,9.00900656485e-07,3.6033577294e-06,0.000152281424687,0.0044114566898,7.57921552811e-05,1.15417373861e-08,3.40097407878e-05,,,,0.0005562822739,6.05574e-07,0.0005556766999,0.001083238455,2.419489e-06,0.001080818966,0.006480397787,0.000104817866,0.006375579921,0.0293976383,0.00369504976,0.02570258854
1.20688,2.77788323141e-06,1.10883991873e-05,0.000457091840161,0.011097237288,0.000151907664979,6.94357541211e-08,5.88201254608e-05,,,,0.001038853991,1.868578e-06,0.001036985413,0.002024339901,7.468647e-06,0.002016871254,0.01216999278,0.00031970672,0.01185028606,0.05794457791,0.01050887052,0.04743570739
1.50748,6.82012223325e-06,2.71671160354e-05,0.0010911777744,0.020169084905,3.38228492958e-05,3.69067414183e-08,9.33433869249e-05,,,,0.001543754559,4.585392e-06,0.001539169167,0.003016906241,1.8322818e-05,0.002998583423,0.01872133553,0.0007797628,0.01794157273,0.09657411256,0.02314751006,0.0734266025
1.6223,1.41171269837e-05,5.6150840127e-05,0.00221307481268,0.0332730699703,6.8519649949e-05,1.51639111473e-07,0.000134520409151,,,,0.002202154316,9.456814e-06,0.002192697502,0.004313718502,3.7874289e-05,0.004275844213,0.02743171748,0.00160558366,0.02582613382,0.1508469218,0.0441765323,0.1066703895
1.81529,2.23378170952e-05,8.86690860217e-05,0.00340900930103,0.040603359951,6.04903254514e-05,2.06212082084e-07,0.00016938112706,,,,0.002771775725,1.4986786e-05,0.002756788939,0.005438450435,5.9965195e-05,0.00537848524,0.03514381906,0.00251707432,0.03262674474,0.198216193,0.0637340922,0.1344821008
2.01385,4.24005904151e-05,0.000167546247317,0.00609166165,0.0411399733523,6.40754539664e-05,3.90325985634e-07,0.000233233755148,,,,0.003934343657,2.8593893e-05,0.003905749764,0.007735578742,0.000114041688,0.007621537054,0.05085636957,0.00467339214,0.04618297743,0.2879748627,0.101307235,0.1866676277
2.26452,5.96354985965e-05,0.000235291316511,0.00838888515001,0.0461297696027,2.66090481031e-05,2.23220248484e-07,0.000277381861287,,,,0.00460233496,4.0248651e-05,0.004562086309,0.009070373552,0.000160443297,0.008909930255,0.0609534027,0.00652567639,0.05442772631,0.3526086039,0.1321063674,0.2205022365
2.41387,7.82444182959e-05,0.000307882218964,0.0106140785231,0.0408617739889,1.7510784065e-05,1.85860837067e-07,0.000318111386924,,,,0.005303643574,5.2887062e-05,0.005250756512,0.01046832974,0.00021059691,0.01025773283,0.07118957304,0.00844822935,0.06274134369,0.4108184793,0.1580821584,0.2527363209
2.51244,0.00012846590594,0.000503494541728,0.0164840616299,0.0305906849978,9.4665394943e-05,1.56047020446e-06,0.000404052740101,,,,0.00704737693,8.6962262e-05,0.006960414668,0.01394877463,0.00034589413,0.0136028805,0.0967139112,0.01357053246,0.08314337874,0.5518745926,0.2232583391,0.3286162535
2.6739,0.000169716607775,0.000663844588907,0.0211436158418,0.0213946350398,1.61336661826e-05,3.41124039888e-07,0.000468191472566,,,,0.007997618259,0.000115048603,0.007882569656,0.01587327893,0.00045719116,0.01541608777,0.1125238969,0.01775521775,0.09476867915,0.6487898722,0.2734112002,0.375378672
2.81425,0.000263680731436,0.0010262820517,0.0305883418255,0.00988997616742,2.72591250819e-05,8.33811435864e-07,0.000582486503083,,,,0.01013530029,0.000179305086,0.009955995204,0.02019938552,0.00071125059,0.01948813493,0.1472203983,0.0269507523,0.120269646,0.8485870784,0.3749564788,0.4736305996
3.00562,0.000415729332065,0.00161034953818,0.0449060873505,0.0045082922751,2.9760052726e-05,1.33640752725e-06,0.00073288203714,,,,0.01287815945,0.0002834184,0.01259474105,0.02579926636,0.00112219003,0.02467707633,0.1941982694,0.0413639996,0.1528342698,1.114108146,0.5174553733,0.5966527727
3.20253,0.000659415157288,0.00253621251843,0.0641501112911,0.0165506704359,4.12836432713e-05,2.64835031039e-06,0.000925356922612,,,,0.01639606971,0.00045139913,0.01594467058,0.03306083366,0.00178240349,0.03127843017,0.2577710014,0.063250167,0.1945208344,1.47369045,0.718675572,0.755014878
3.61664,0.00085947535829,0.00328679889443,0.0770562943895,0.0232239927757,7.56932840331e-05,5.83264397778e-06,0.00104857987689,,,,0.01964391758,0.00058974004,0.01905417754,0.03969196804,0.00232180165,0.03737016639,0.3093061251,0.0792145271,0.230091598,1.699180364,0.8280325762,0.8711477878
3.66878,0.00101523135143,0.00387116041684,0.0865137420738,0.0337497753836,3.03398165557e-05,2.62481106408e-06,0.00114939132165,,,,0.02088648915,0.0006984645,0.02018802465,0.04239014417,0.00274849107,0.0396416531,0.3395936221,0.0931306326,0.2464629895,1.915698288,0.9717860976,0.9439121904
4.0165,0.0012362333017,0.00468489550062,0.0966016657577,0.031608732555,4.59269367316e-05,4.43661859143e-06,0.00126103071666,,,,0.0239805497,0.00085245522,0.02312809448,0.04874517815,0.00334388313,0.04540129502,0.3882411187,0.1087934279,0.2794476908,2.109749633,1.061513122,1.048236511
4.09616,0.00159334816675,0.006021978579,0.117890120013,0.0513568201008,3.55261418303e-05,4.18818112401e-06,0.00144200273899,,,,0.02677937741,0.0011013747,0.02567800271,0.05481034296,0.0043196612,0.05049068176,0.4534093855,0.1392399418,0.3141694437,2.518897314,1.330777661,1.188119653
