,Dmax,X,Ku,Ka,W,ldr,xpolKa,mkg,CextC,CscaC,CabsC,CextX,CscaX,CabsX,CextKu,CscaKu,CabsKu,CextKa,CscaKa,CabsKa,CextW,CscaW,CabsW
11.543718592964826,11.543718592964826,0.0203623512663,0.0351711506325,0.0155776336896,0.257093411799,,,0.0134447622504,,,,,,,,,,,,,,,
11.742713567839196,11.742713567839196,0.0212673672786,0.0355540467715,0.0169972311314,0.273730446534,,,0.0139360877791,,,,,,,,,,,,,,,
11.941708542713569,11.941708542713569,0.0221736781383,0.0358485188401,0.0184769537376,0.284965423597,,,0.0144366581435,,,,,,,,,,,,,,,
12.14070351758794,12.14070351758794,0.0230789272488,0.0360529170879,0.0200027713156,0.291381463752,,,0.0149464888927,,,,,,,,,,,,,,,
12.339698492462313,12.339698492462313,0.0239807157863,0.0361661776404,0.0215587213599,0.296759718805,,,0.0154655953442,,,,,,,,,,,,,,,
12.538693467336685,12.538693467336685,0.0248767898205,0.0361878292823,0.0231248248353,0.306107214287,,,0.0159939925911,,,,,,,,,,,,,,,
12.737688442211056,12.737688442211056,0.0257643329187,0.0361179949074,0.0246790896887,0.322736811557,,,0.0165316955091,,,,,,,,,,,,,,,
12.936683417085428,12.936683417085428,0.0266410638104,0.0359573876731,0.0261990747872,0.346142156687,,,0.0170787187629,,,,,,,,,,,,,,,
13.1356783919598,13.1356783919598,0.0275045154523,0.0357073019521,0.0276634743299,0.371971952604,,,0.0176350768123,,,,,,,,,,,,,,,
13.334673366834172,13.334673366834172,0.02835222964,0.0353699430848,0.0290539623938,0.394322606316,,,0.0182007839184,,,,,,,,,,,,,,,
13.533668341708545,13.533668341708545,0.0291817674674,0.0349471104399,0.0303579295519,0.409177174219,,,0.0187758541491,,,,,,,,,,,,,,,
13.732663316582915,13.732663316582915,0.0299907197427,0.034442013948,0.0315666370123,0.416959758602,,,0.0193603013846,,,,,,,,,,,,,,,
13.931658291457287,13.931658291457287,0.0307767173084,0.0338580844502,0.0326809523367,0.422648487245,,,0.0199541393226,,,,,,,,,,,,,,,
14.13065326633166,14.13065326633166,0.0315374412107,0.0331992173984,0.0337095121281,0.433156237195,,,0.0205573814834,,,,,,,,,,,,,,,
14.329648241206032,14.329648241206032,0.0322706326674,0.0324697373252,0.0346719357052,0.453309982672,,,0.0211700412144,,,,,,,,,,,,,,,
14.528643216080404,14.528643216080404,0.0329741027827,0.031674359093,0.035589204083,0.482813374439,,,0.021792131695,,,,,,,,,,,,,,,
14.727638190954774,14.727638190954774,0.0336457419597,0.0308181463489,0.0364958449116,0.516039861273,,,0.022423665941,,,,,,,,,,,,,,,
14.926633165829147,14.926633165829147,0.0342835289634,0.0299064676356,0.0374298205841,0.545017488151,,,0.0230646568084,,,,,,,,,,,,,,,
15.125628140703519,15.125628140703519,0.0348855395889,0.0289449506228,0.0384322351277,0.564060984948,,,0.0237151169981,,,,,,,,,,,,,,,
15.324623115577891,15.324623115577891,0.0354499548904,0.0279394349364,0.0395469794964,0.573328256434,,,0.0243750590594,,,,,,,,,,,,,,,
15.523618090452263,15.523618090452263,0.0359750689331,0.0268969545308,0.0408078737128,0.579148229227,,,0.0250444953938,,,,,,,,,,,,,,,
15.722613065326634,15.722613065326634,0.0364592963855,0.0258216598719,0.0422505782359,0.590667678795,,,0.0257234382587,,,,,,,,,,,,,,,
15.921608040201006,15.921608040201006,0.03690118045,0.0247206737819,0.0438995544188,0.614540834491,,,0.0264118997712,,,,,,,,,,,,,,,
16.12060301507538,16.12060301507538,0.0372993960429,0.023600199549,0.0457688847,0.650797208205,,,0.0271098919106,,,,,,,,,,,,,,,
16.31959798994975,16.31959798994975,0.0376527563803,0.0224664122306,0.0478568843136,0.692384159629,,,0.0278174265227,,,,,,,,,,,,,,,
16.51859296482412,16.51859296482412,0.0379602180665,0.0213254130373,0.0501510210784,0.728929037019,,,0.028534515322,,,,,,,,,,,,,,,
16.717587939698493,16.717587939698493,0.0382208852877,0.0201831855169,0.0526236831874,0.752756024036,,,0.0292611698955,,,,,,,,,,,,,,,
